time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque
4.582962142335765821e-01,1.593873240568035796e-02,7.667695569331834937e-01,3.059113163060556584e+00,-2.334603097495424961e+01,6.595190667144654739e-01,-1.746509719802392002e+00,-2.295044275275686019e+01,6.776703091246257316e+01,2.754683957945124884e-01
4.592968609895450860e-01,1.670603918270716429e-02,7.698189344882173657e-01,3.035674118788090237e+00,-2.350175848253637056e+01,6.577719521619569409e-01,-1.769440868654166721e+00,-2.288200266471733357e+01,6.902467431479414017e+01,2.751860543076956045e-01
4.602975077455135899e-01,1.747630022258435042e-02,7.728447798751328923e-01,3.012079246290345846e+00,-2.365748599011848796e+01,6.560026151920519411e-01,-1.792302903518514290e+00,-2.281230411988709861e+01,7.028231771712570719e+01,2.749037128208786651e-01
4.612981545014820939e-01,1.824949441281116178e-02,7.758469371649222568e-01,2.988328545567325190e+00,-2.381321349770060891e+01,6.542111052994776799e-01,-1.815094565124728998e+00,-2.274134711826615529e+01,7.153996111945727421e+01,2.746213713340617812e-01
4.622988012574505978e-01,1.902560064088687844e-02,7.788252504285769762e-01,2.964422016619026934e+00,-2.396894100528272986e+01,6.523974719789609189e-01,-1.837814594202106022e+00,-2.266913165985450362e+01,7.279760452178885544e+01,2.743390298472448974e-01
4.632994480134191573e-01,1.980459779431081521e-02,7.817795637370893447e-01,2.940359659445450635e+00,-2.412466851286485792e+01,6.505617647252289748e-01,-1.860461731479941205e+00,-2.259565774465213650e+01,7.405524792412049351e+01,2.740566883604279580e-01
4.643000947693876612e-01,2.058646476058213423e-02,7.847097211614506573e-01,2.916141474046598070e+00,-2.428039602044697887e+01,6.487040330330087201e-01,-1.883034717687527060e+00,-2.252092537265906813e+01,7.531289132645206053e+01,2.737743468736110741e-01
4.653007415253561652e-01,2.137118042720015376e-02,7.876155667726530973e-01,2.891767460422468794e+00,-2.443612352802909982e+01,6.468243263970273604e-01,-1.905532293554159651e+00,-2.244493454387529141e+01,7.657053472878364175e+01,2.734920053867941903e-01
4.663013882813246691e-01,2.215872368166414350e-02,7.904969446416887369e-01,2.867237618573062363e+00,-2.459185103561122077e+01,6.449226943120118793e-01,-1.927953199809133711e+00,-2.236768525830080279e+01,7.782817813111520877e+01,2.732096638999773064e-01
4.673020350372931730e-01,2.294907341147335578e-02,7.933536988395489820e-01,2.842551948498378778e+00,-2.474757854319334172e+01,6.429991862726891494e-01,-1.950296177181744195e+00,-2.228917751593561292e+01,7.908582153344677579e+01,2.729273224131604225e-01
4.683026817932616770e-01,2.374220850412707071e-02,7.961856734372263489e-01,2.817710450198418037e+00,-2.490330605077546267e+01,6.410538517737865982e-01,-1.972559966401286280e+00,-2.220941131677970759e+01,8.034346493577835702e+01,2.726449809263434831e-01
4.693033285492301809e-01,2.453810784712455451e-02,7.989927125057122437e-01,2.792713123673180142e+00,-2.505903355835758006e+01,6.390867403100308763e-01,-1.994743308197054477e+00,-2.212838666083310102e+01,8.160110833810992403e+01,2.723626394395265993e-01
4.703039753051986849e-01,2.533675032796505605e-02,8.017746601159988495e-01,2.767559968922665092e+00,-2.521476106593970101e+01,6.370979013761491894e-01,-2.016844943298343296e+00,-2.204610354809578610e+01,8.285875174044149105e+01,2.720802979527097154e-01
4.713046220611671888e-01,2.613811483414785544e-02,8.045313603390777946e-01,2.742250985946872888e+00,-2.537048857352181841e+01,6.350873844668687429e-01,-2.038863612434448136e+00,-2.196256197856775572e+01,8.411639514277305807e+01,2.717979564658928315e-01
4.723052688171356928e-01,2.694218025317221890e-02,8.072626572459410399e-01,2.716786174745804416e+00,-2.552621608110393936e+01,6.330552390769162985e-01,-2.060798056334663286e+00,-2.187776195224902409e+01,8.537403854510463930e+01,2.715156149790759477e-01
4.733059155731041967e-01,2.774892547253740571e-02,8.099683949075805467e-01,2.691165535319457458e+00,-2.568194358868606031e+01,6.310015147010191727e-01,-2.082647015728284590e+00,-2.179170346913957701e+01,8.663168194743620631e+01,2.712332734922590083e-01
4.743065623290727006e-01,2.855832937974267516e-02,8.126484173949882761e-01,2.665389067667834233e+00,-2.583767109626818126e+01,6.289262608339042382e-01,-2.104409231344606113e+00,-2.170438652923942868e+01,8.788932534976777333e+01,2.709509320054421244e-01
4.753072090850412046e-01,2.937037086228732122e-02,8.153025687791560783e-01,2.639456771790933853e+00,-2.599339860385030221e+01,6.268295269702984784e-01,-2.126083443912922810e+00,-2.161581113254856845e+01,8.914696875209935456e+01,2.706685905186252405e-01
4.763078558410097085e-01,3.018502880767058236e-02,8.179306931310756923e-01,2.613368647688756319e+00,-2.614912611143242316e+01,6.247113626049290991e-01,-2.147668394162529637e+00,-2.152597727906699987e+01,9.040461215443092158e+01,2.703862490318083567e-01
