time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,shoulder_meas_pos,shoulder_meas_vel,elbow_meas_pos,elbow_meas_vel,elbow_meas_torque
1.419395182797305699e+00,-6.611293513052385329e-01,4.217198485648209427e+00,2.918817554451829110e+01,-2.330243449036658205e+02,2.329413567550150166e+00,4.285837817901054336e+00,-3.813415391051728420e+01,-7.622953067548797890e+01,4.076465527383331122e-01,-6.654362677298440998e-01,4.210484698135981141e+00,2.325351858027576046e+00,4.293121824782982543e+00,4.001482107262399612e-01
1.420396166706189511e+00,-6.568885184241685105e-01,4.246297316380743148e+00,2.895096055081032915e+01,-2.336877339660657640e+02,2.333670366196565649e+00,4.247629041828545837e+00,-3.820719712504737231e+01,-7.418517454587737348e+01,4.075492792172035195e-01,-6.612068693768464733e-01,4.239908805863002783e+00,2.329629745709853594e+00,4.254200858382715111e+00,3.987553903732091176e-01
1.421397150615073324e+00,-6.526184874412681580e-01,4.275158352574681686e+00,2.871304015787548991e+01,-2.343503146924681744e+02,2.337888335310561505e+00,4.209348170897027508e+00,-3.827820586166790662e+01,-7.214119723546660623e+01,4.074520056960739267e-01,-6.569481552363687360e-01,4.269095675888945784e+00,2.333868566169452041e+00,4.215112328580888246e+00,3.975010303257786037e-01
1.422398134523957136e+00,-6.483195226056359672e-01,4.303780888270452465e+00,2.847441436186101882e+01,-2.350120633686032647e+02,2.342067478362444888e+00,4.170997241522664822e+00,-3.834718012105405904e+01,-7.009759515218217985e+01,4.073547321749443340e-01,-6.526603668020524163e-01,4.298043508533688772e+00,2.338068151154845786e+00,4.175866622346311452e+00,3.963653922727760071e-01
1.423399118432840949e+00,-6.439918881663626582e-01,4.332164217508529980e+00,2.823508315874771313e+01,-2.356729558808553406e+02,2.346207798822527835e+00,4.132578290121556641e+00,-3.841411990384500541e+01,-6.805436418326044645e+01,4.072574586538147412e-01,-6.483437236216371691e-01,4.326750823063924223e+00,2.342228374729993234e+00,4.136474158392164036e+00,3.953526595521265063e-01
1.424400102341724983e+00,-6.396358483725458344e-01,4.360307634329343429e+00,2.799504654434833029e+01,-2.363329666934317288e+02,2.350309300161117498e+00,4.094093353109857780e+00,-3.847902521063529235e+01,-6.601150086903967917e+01,4.071601851326850929e-01,-6.439984478179919813e-01,4.355216241336671956e+00,2.346349121700520346e+00,4.096945802536225756e+00,3.944663219305603596e-01
1.425401086250608795e+00,-6.352516674732821000e-01,4.388210432773330005e+00,2.775430451433832602e+01,-2.369920694520020561e+02,2.354371985848520143e+00,4.055544466903723944e+00,-3.854189604203807562e+01,-6.396900177097543150e+01,4.070629116115556112e-01,-6.396247762945151960e-01,4.383438379525696149e+00,2.350430271141795036e+00,4.057293136066400407e+00,3.937340714675887643e-01
1.426402070159492608e+00,-6.308396097176636186e-01,4.415871906880952658e+00,2.751285706419717769e+01,-2.376502367813338026e+02,2.358395859355046476e+00,4.016933667919261985e+00,-3.860273239861575689e+01,-6.192686338203458263e+01,4.069656380904260184e-01,-6.352230032307857321e-01,4.411415469273897827e+00,2.354471638190703597e+00,4.017529387248329087e+00,3.931596154107092067e-01
1.427403054068376420e+00,-6.263999393547867722e-01,4.443291350692653019e+00,2.727070418921978856e+01,-2.383074400801874617e+02,2.362380924151006312e+00,3.978262992572620060e+00,-3.866153428090358091e+01,-5.988508259419613466e+01,4.068683645692964257e-01,-6.307933648809472826e-01,4.439146351014770175e+00,2.358473129314425876e+00,3.977666484078411280e+00,3.927195270577685249e-01
1.428404037977260232e+00,-6.219329206337463889e-01,4.470468058248877163e+00,2.702784588451498848e+01,-2.389636496277031199e+02,2.366327183706706805e+00,3.939534477279932112e+00,-3.871830168942818773e+01,-5.784365627692697842e+01,4.067710910481667774e-01,-6.263360889071361015e-01,4.466630045055243414e+00,2.362434677002046346e+00,3.937716187594290762e+00,3.924126286129034913e-01
1.429405021886144267e+00,-6.174388178036366304e-01,4.497401323590076494e+00,2.678428214498814697e+01,-2.396188344311395326e+02,2.370234641492459104e+00,3.900750158457328087e+00,-3.877303462468928075e+01,-5.580258149599823270e+01,4.066738175270371292e-01,-6.218514050354214673e-01,4.493865654195090542e+00,2.366356225237591371e+00,3.897690288919139157e+00,3.922372329000531344e-01
1.430406005795028079e+00,-6.129178951135544340e-01,4.524090440756688203e+00,2.654001296532797127e+01,-2.402729622430400696e+02,2.374103300978568587e+00,3.861912072520960137e+00,-3.882573308716683158e+01,-5.376185541235279430e+01,4.065765440059075364e-01,-6.173395692881372687e-01,4.520852143357002362e+00,2.370237695774247921e+00,3.857601137930071200e+00,3.922253173734842613e-01
1.431406989703911892e+00,-6.083704168125944056e-01,4.550534703789161028e+00,2.629503833999839202e+01,-2.409259993878050636e+02,2.377933165635346402e+00,3.823022255886955989e+00,-3.887639707731767658e+01,-5.172147532301407580e+01,4.064792704847779437e-01,-6.128008732806157211e-01,4.547588236902158521e+00,2.374078973995178643e+00,3.817461678393043734e+00,3.923509536930289143e-01
1.432407973612795704e+00,-6.037966471498510401e-01,4.576733406727941933e+00,2.604935826322976666e+01,-2.415779107766378218e+02,2.381724238933100146e+00,3.784082744971452694e+00,-3.892502659557877820e+01,-4.968143863810941951e+01,4.063819969636484064e-01,-6.082355515924937617e-01,4.574073234829647561e+00,2.377880036757828552e+00,3.777283103083203919e+00,3.925976065201569054e-01
1.433408957521679516e+00,-5.991968503744196095e-01,4.602685843613478767e+00,2.580297272900236649e+01,-2.422286597561551389e+02,2.385476524342139193e+00,3.745095576190587305e+00,-3.897162164237244042e+01,-4.764174295549461391e+01,4.062847234425188137e-01,-6.036438377561323954e-01,4.600306523145638593e+00,2.381640875511709332e+00,3.737076319063962426e+00,3.929603013531646205e-01
1.434409941430563329e+00,-5.945712907353942756e-01,4.628391308486222933e+00,2.555588173102260896e+01,-2.428782081754472983e+02,2.389190025332772471e+00,3.706062785960486217e+00,-3.901618221808757880e+01,-4.560238581461271679e+01,4.061874499213892209e-01,-5.990259669717120650e-01,4.626287545676056823e+00,2.385361492196941047e+00,3.696851975685397029e+00,3.934336802605457040e-01
1.435410925339447363e+00,-5.899202324818709764e-01,4.653849095386613399e+00,2.530808526272600290e+01,-2.435265160205697725e+02,2.392864745375308910e+00,3.666986410697294918e+00,-3.905870832309663854e+01,-4.356336506569515166e+01,4.060901764002595726e-01,-5.943822154626713372e-01,4.652015425177408403e+00,2.389041842951881378e+00,3.656621187673450901e+00,3.940472476996673135e-01
1.436411909248331176e+00,-5.852439398629469824e-01,4.679058498355089135e+00,2.505958331726829158e+01,-2.441735415383074326e+02,2.396500687940054330e+00,3.627868486817167781e+00,-3.909919995778059132e+01,-4.152467871622810947e+01,4.059929028791299244e-01,-5.897123414763337790e-01,4.677483825913282267e+00,2.392681024738702256e+00,3.616395202791638397e+00,3.947576033479436308e-01
1.437412893157214988e+00,-5.805426771277135689e-01,4.704018811432114866e+00,2.481037588746897526e+01,-2.448192412575296260e+02,2.400097856497321658e+00,3.588711050736204111e+00,-3.913765712246009087e+01,-3.948632444528235652e+01,4.058956293580003316e-01,-5.850183475904896513e-01,4.702710985702357682e+00,2.396282042295517556e+00,3.576179627527880101e+00,3.955411649078637848e-01
1.438413877066098800e+00,-5.758167085252692274e-01,4.728729328658118014e+00,2.456046296583258481e+01,-2.454635693630355320e+02,2.403656254517416713e+00,3.549516138870579596e+00,-3.917407981745664358e+01,-3.744830074159165179e+01,4.057983558368707389e-01,-5.802980586730961399e-01,4.727671421162482623e+00,2.399840940369366571e+00,3.535987712017929052e+00,3.964410750915304815e-01
