time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,shoulder_torque,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,elbow_torque_tvlqr,K1,K2,K3,K4,k0
9.907438650807908198e-01,9.421613794183209337e-03,-2.248560721674002671e+00,-2.310079048772416321e+00,-3.418798712246519358e+02,0.000000000000000000e+00,2.856969017759608542e-01,-6.324720471616776862e+00,3.101680666714669243e+01,1.614304769255895962e+03,6.279492128468199263e-01,6.154360336219029115e-01,-3.204824391143875628e-01,-6.434598926305350186e-02,5.243764038320815335e-02,4.273712337924006621e-01,1.916293533798511459e-02
9.917446164596603886e-01,7.139714758509825392e-03,-2.251028144104033402e+00,-2.605483085012303412e+00,-2.484846138556886217e+02,0.000000000000000000e+00,2.794797761071756703e-01,-6.292902045961211499e+00,3.254223554316998701e+01,1.434262353871918094e+03,6.315258531254325236e-01,6.184590350938513614e-01,-3.198252738527206374e-01,-6.584976162281805379e-02,5.214657229284488243e-02,4.271444751529429595e-01,1.925442317775340889e-02
9.927453678385298463e-01,4.854269555747008774e-03,-2.253792450471245878e+00,-2.904859713968423129e+00,-3.419241401250299077e+02,0.000000000000000000e+00,2.732982043597263488e-01,-6.259551056737834074e+00,3.408071239189917634e+01,1.634172431256112986e+03,6.351024934040570002e-01,6.215236601795268712e-01,-3.191590599731917166e-01,-6.711921413147590998e-02,5.186134170238290014e-02,4.269220092845382730e-01,1.927992711930020392e-02
9.937461192173993041e-01,2.565065829670605275e-03,-2.256857771855804273e+00,-3.208249733108962776e+00,-3.430030340102657078e+02,0.000000000000000000e+00,2.671534514151848727e-01,-6.224654399960606099e+00,3.563224261985101293e+01,1.644474522761202707e+03,6.386791336826753707e-01,6.246140080052847710e-01,-3.184849584615481177e-01,-6.815527842606074194e-02,5.158223601204518782e-02,4.267042060530329972e-01,1.923959973990598676e-02
9.947468705962687618e-01,2.718912240443002726e-04,-2.260228239337879419e+00,-3.515680810558465819e+00,-3.445642327189008256e+02,0.000000000000000000e+00,2.610467821550909728e-01,-6.188198971643291024e+00,3.719683082220048220e+01,1.654985635494951566e+03,6.422557739612905214e-01,6.277594803343934382e-01,-3.178004750672351331e-01,-6.896393875995900091e-02,5.130960174751873076e-02,4.264902228990902211e-01,1.913517857401795738e-02
9.957476219751383306e-01,-2.025466617368382616e-03,-2.263907983997644369e+00,-3.827172373270290695e+00,-2.779511478018445132e+02,0.000000000000000000e+00,2.549794614609839916e-01,-6.150171667799666508e+00,3.877448092927357237e+01,1.497945532794179599e+03,6.458324142399060053e-01,6.309195024625929848e-01,-3.171031155396983325e-01,-6.955117938655712428e-02,5.104378543449050731e-02,4.262792172633734777e-01,1.896840115608331226e-02
9.967483733540077884e-01,-4.327220050806883551e-03,-2.267901136915277061e+00,-4.142738462653682951e+00,-3.487395010665749169e+02,0.000000000000000000e+00,2.489527542143954442e-01,-6.110559384443442710e+00,4.036519632251332013e+01,1.676548160982845502e+03,6.494090545185304819e-01,6.341499872624241085e-01,-3.163951782247216293e-01,-6.991702528155537000e-02,5.078507099165627953e-02,4.260720546899179340e-01,1.874016498807934764e-02
9.977491247328772461e-01,-6.633581432497016005e-03,-2.272211829170941222e+00,-4.462389479768487099e+00,-3.512193622328781544e+02,0.000000000000000000e+00,2.429679252968930669e-01,-6.069349017588570483e+00,4.196897992712636238e+01,1.687563435681572400e+03,6.529856947971488523e-01,6.373938110456884854e-01,-3.156815038381172722e-01,-7.005857645980528847e-02,5.053372726129291836e-02,4.258704118597543276e-01,1.845080121384546842e-02
9.987498761117467039e-01,-8.944763118671523669e-03,-2.276844191844799248e+00,-4.786133293220955487e+00,-2.957821214287278053e+02,0.000000000000000000e+00,2.370262395900254726e-01,-6.026527463248887884e+00,4.358583428680276484e+01,1.543717367554402017e+03,6.565623350757585630e-01,6.407049885385641685e-01,-3.149597321798154326e-01,-6.998305590605209681e-02,5.029007391142959610e-02,4.256734116861131678e-01,1.810209078450221443e-02
9.997506274906162727e-01,-1.126097746558128547e-02,-2.281802356017053057e+00,-5.113975965606561758e+00,-3.567418217762849508e+02,0.000000000000000000e+00,2.311289619752953106e-01,-5.982081617437882137e+00,4.521576162340344496e+01,1.709988637500659252e+03,6.601389753543858152e-01,6.440320459700493716e-01,-3.142274261072501851e-01,-6.969782314859457317e-02,5.005442947276265986e-02,4.254801523917360884e-01,1.769583842145656255e-02
