meas_time,shoulder_des_pos_store,shoulder_meas_pos,shoulder_des_vel_store,shoulder_meas_vel,elbow_des_pos_store,elbow_meas_pos,elbow_des_vel_store,elbow_meas_vel,elbow_des_tau_store,elbow_meas_tau,elbow_cmd_tau,elbow_clipped_tau,raw_imu_pos,raw_imu_vel,k1_store,k2_store,k3_store,k4_store
7.779264450073242188e-02,nan,-5.591670745795629394e-01,nan,-5.733844562126204636e-01,nan,-1.936443080558433838e+00,nan,1.003022980390315899e+00,nan,2.837016820907592773e+00,2.899999999999999911e+00,2.899999999999999911e+00,nan,nan,nan,nan,nan,nan
8.104634284973144531e-02,nan,-5.618978441006023949e-01,nan,-5.303312863653165676e-01,nan,-1.932432297538936528e+00,nan,1.191639325612468214e+00,nan,2.860551595687866211e+00,2.899999999999999911e+00,2.899999999999999911e+00,nan,nan,nan,nan,nan,nan
8.430075645446777344e-02,nan,-5.642088406149805557e-01,nan,-5.162587853030664586e-01,nan,-1.927958249325441464e+00,nan,1.402334358180570506e+00,nan,2.769945144653320312e+00,2.899999999999999911e+00,2.899999999999999911e+00,nan,nan,nan,nan,nan,nan
9.874773025512695312e-02,-6.317506910197329129e-01,-5.585280455199397309e-01,-6.370000789617052961e-01,9.626768492926451870e-02,-1.873016347413086757e+00,-1.915718236119761109e+00,1.469467423374887893e+00,1.131711366332418978e+00,nan,0.000000000000000000e+00,-2.201604289919281399e-10,-2.201604289919281399e-10,-2.474246281639700840e+00,1.227979051261683496e+00,7.799225732847523407e-01,1.763824385343063961e+00,-2.547304684223566582e-02,7.376696884002262866e-01
1.073613166809082031e-01,-6.364776821235396120e-01,-5.661366316113518593e-01,-3.886201558862633076e-01,-4.411229985821201183e-01,-1.857785003235902455e+00,-1.899883142695988125e+00,1.627895720840242033e+00,1.665388937493960775e+00,nan,-9.765601158142089844e-02,3.900198093684761891e-01,3.900198093684761891e-01,-2.466019774307339762e+00,1.224265938911840657e+00,7.636364873145040644e-01,1.760869190425450981e+00,-1.520116820819383992e-02,7.383607385412213064e-01
1.159510612487792969e-01,-6.387616677843765967e-01,-5.646809488718962378e-01,-1.730389461192349820e-01,7.047719423956541052e-01,-1.843380559004168306e+00,-1.890663341419971832e+00,1.757362537588138984e+00,6.339919470522358269e-01,nan,3.817894160747528076e-01,6.212886782137771319e-02,6.212886782137771319e-02,-2.455344290291868070e+00,1.338763889447889932e+00,7.485001012505912987e-01,1.759384938294411338e+00,-6.022738604831046061e-03,7.389772988951970323e-01
1.245362758636474609e-01,-6.392856579837346009e-01,-5.579696158515363713e-01,4.027796573582698159e-02,7.337312195473111309e-01,-1.827996917699002077e+00,-1.884719165866914903e+00,1.877794650172071034e+00,7.355544612414712802e-01,nan,7.278834283351898193e-02,9.008966249123930847e-01,9.008966249123930847e-01,-2.442688781718451274e+00,1.469285680788782411e+00,7.326012390998863921e-01,1.758753557283197155e+00,3.272470584187055914e-03,7.396091735344396678e-01
1.330208778381347656e-01,-6.380414270687713163e-01,-5.528383637403218032e-01,2.504905910404341407e-01,1.328731753299181584e-01,-1.811690643344729068e+00,-1.875259492839277398e+00,1.988690583478335050e+00,1.488758502458792377e+00,nan,7.584287524223327637e-01,8.971181430171369930e-01,8.971181430171369930e-01,-2.428097856579599423e+00,1.621631677788710535e+00,7.160316764404409673e-01,1.758794456184088695e+00,1.261240076133689561e-02,7.402594973430934866e-01
1.398358345031738281e-01,-6.350761877246323683e-01,-5.517564093819622428e-01,4.553224016879539038e-01,5.693823804815305589e-01,-1.794660297415317629e+00,-1.862524381342194557e+00,2.088998530112520235e+00,1.911411030787370402e+00,nan,6.803238987922668457e-01,4.177028406180604003e-01,4.177028406180604003e-01,-2.414280790724157022e+00,2.480793411268900961e+00,6.990198935801517077e-01,1.759312388069231181e+00,2.185701084184714024e-02,7.409261256881715108e-01
1.452291011810302734e-01,-6.314598215284982219e-01,-5.490514553224441485e-01,6.171954120529287158e-01,1.100348678883425357e+00,-1.780372686525025117e+00,-1.850731904035323616e+00,2.162641158454318369e+00,2.209789581143084547e+00,nan,3.578682541847229004e-01,1.409884249853773641e-01,1.409884249853773641e-01,-2.399783359357767765e+00,3.310138260026509904e+00,6.849678959059201100e-01,1.759947650029984878e+00,2.924357587376745157e-02,7.414804888843503639e-01
1.505956649780273438e-01,-6.277984968338831129e-01,-5.402927557871279873e-01,7.445008841792605248e-01,1.393891952352099839e+00,-1.768603978444574620e+00,-1.837437279037972049e+00,2.216944658884178132e+00,2.414805776387674907e+00,nan,7.649566233158111572e-02,-6.684108730266362375e-02,-6.684108730266362375e-02,-2.377730034825099814e+00,3.808697728739774746e+00,6.735379319957559563e-01,1.760525726817331105e+00,3.509167173988601840e-02,7.419361366105116096e-01
1.560032367706298828e-01,-6.234648262817599207e-01,-5.339115290867137986e-01,8.699687505273167032e-01,1.476557383888594810e+00,-1.756532898515747343e+00,-1.824238715093377428e+00,2.267258218357040889e+00,2.407236427585343286e+00,nan,-1.832642219960689545e-02,-2.091957764867644620e-01,-2.091957764867644620e-01,-2.358150244180091448e+00,3.883793811473938096e+00,6.619455313650643991e-01,1.761115436769254528e+00,4.088021658174588457e-02,7.424041399833133381e-01
1.614007949829101562e-01,-6.183981410601786521e-01,-5.279218751645453622e-01,9.952747517547276823e-01,1.398165431245998569e+00,-1.743996410246028805e+00,-1.811024047346566190e+00,2.314241493139748584e+00,2.424900051574753856e+00,nan,1.543792337179183960e-02,-1.853412547217252460e-01,-1.853412547217252460e-01,-2.338945922511111775e+00,3.823065482820752425e+00,6.500426585993502870e-01,1.761678560019244388e+00,4.667763025034780966e-02,7.428921987304912822e-01
1.668279170989990234e-01,-6.126407125240532769e-01,-5.188526680013429981e-01,1.119202455767915438e+00,1.118652044100943765e+00,-1.731111711293325195e+00,-1.796962619208785750e+00,2.357407815201925327e+00,2.633074277335420099e+00,nan,-4.272152669727802277e-03,-1.727991353204363922e-01,-1.727991353204363922e-01,-2.315815287210128748e+00,3.751726321436363865e+00,6.379498808192171078e-01,1.762163139575668946e+00,5.241878423646081919e-02,7.433971468908273650e-01
1.723608970642089844e-01,-6.067949302228954345e-01,-5.104869279439609997e-01,1.236527000997482473e+00,1.329375951160927105e+00,-1.717791898266987083e+00,-1.782150117225764996e+00,2.410047850784181378e+00,2.641275794001509247e+00,nan,-2.191027253866195679e-02,-2.815996330032396466e-01,-2.815996330032396466e-01,-2.292637045169725774e+00,3.970651745162436352e+00,6.256042613322865265e-01,1.762536027005542349e+00,5.814400855912489618e-02,7.439197095059942866e-01
1.779820919036865234e-01,-5.993538954546601127e-01,-5.054878090656624856e-01,1.359305952859414690e+00,1.316709149745804552e+00,-1.704380187124904245e+00,-1.766474751049558645e+00,2.461043873722502884e+00,2.907483254359336300e+00,nan,-1.920970380306243896e-01,-2.722191667441450358e-01,-2.722191667441450358e-01,-2.271962560115221130e+00,4.224192404105140852e+00,6.128134180828517241e-01,1.762651540555971064e+00,6.389741382264310654e-02,7.444758935093580554e-01
1.835267543792724609e-01,-5.912131447878026247e-01,-4.953706102915682585e-01,1.480745249032052735e+00,1.423375667299934477e+00,-1.690417394951188479e+00,-1.749888583780545126e+00,2.514443987176108841e+00,2.896759245604183519e+00,nan,-2.591323852539062500e-01,-4.376603705197787963e-01,-4.376603705197787963e-01,-2.245259194072113385e+00,4.320134912904117996e+00,5.996711260861731230e-01,1.762220876691394267e+00,6.968450398251258004e-02,7.450525337869553510e-01
1.891148090362548828e-01,-5.826138279675399101e-01,-4.892553289547012518e-01,1.597217130135706986e+00,1.607775238153461128e+00,-1.676318811500580486e+00,-1.733893575855691260e+00,2.568660698674674059e+00,2.848185684034660436e+00,nan,-3.765967488288879395e-01,-4.086393380173937162e-01,-4.086393380173937162e-01,-2.223148904810392512e+00,4.455960922188121565e+00,5.865849020353645082e-01,1.761216369153343564e+00,7.532121064612912198e-02,7.456314759322986152e-01
1.945710182189941406e-01,-5.733682423150412433e-01,-4.782009930675590326e-01,1.711364310758675567e+00,1.668334410304345372e+00,-1.661771164680450052e+00,-1.717738840683270540e+00,2.624896065069004081e+00,2.948485969098415094e+00,nan,-3.257730901241302490e-01,-3.523307938452939769e-01,-3.523307938452939769e-01,-2.195939833750829351e+00,4.616820379402760466e+00,5.732786684061611515e-01,1.759581326373924837e+00,8.092308151739047162e-02,7.462246074094882609e-01
2.002956867218017578e-01,-5.637809410641523300e-01,-4.715390100625995728e-01,1.819663451947216570e+00,1.790842392062917732e+00,-1.647240614655366864e+00,-1.700098061622585588e+00,2.681341602170984828e+00,3.034277664632607951e+00,nan,-3.308493793010711670e-01,-4.006747668205551949e-01,-4.006747668205551949e-01,-2.171637071685184939e+00,4.825120056695525683e+00,5.601900994384345633e-01,1.757343622466031707e+00,8.630431233974808491e-02,7.468120513047705744e-01
2.057659626007080078e-01,-5.531349862692183095e-01,-4.584710265289357878e-01,1.929858133707446077e+00,1.883143901920943719e+00,-1.631660132584445311e+00,-1.683320146755086455e+00,2.742152416858246955e+00,3.043740333716471902e+00,nan,-3.743072748184204102e-01,-4.390813871777627386e-01,-4.390813871777627386e-01,-2.141791173284022243e+00,4.926884235637415621e+00,5.463822713749388882e-01,1.754276194486711349e+00,9.184034817662656280e-02,7.474357270977437517e-01
2.112059593200683594e-01,-5.423914052530370844e-01,-4.505740636535406907e-01,2.031968441030277184e+00,1.891773159708802776e+00,-1.616437982565884335e+00,-1.666781916385694506e+00,2.801832994759434481e+00,2.947224629427126263e+00,nan,-3.726907968521118164e-01,-4.216567546217250273e-01,-4.216567546217250273e-01,-2.117355980039235419e+00,4.838997789135929040e+00,5.331199642077846246e-01,1.750615476564006068e+00,9.701873464482263509e-02,7.480382578048108133e-01
2.166838645935058594e-01,-5.311557690538023513e-01,-4.371178073777297612e-01,2.130402277445059056e+00,1.974041884272605962e+00,-1.600978990120482059e+00,-1.651522065757378366e+00,2.862696713630852763e+00,2.764284687232801296e+00,nan,-3.253348767757415771e-01,-3.123200631321481624e-01,-3.123200631321481624e-01,-2.088639873135108349e+00,4.738326571505407259e+00,5.198830494054467177e-01,1.746230652848820952e+00,1.020482485212573509e-01,7.486427575107700294e-01
